Date,Open,High,Low,Close,Adj Close,Volume
2022-01-20,31.500000,32.000000,31.110001,31.719999,18.537287,85353100
2022-01-21,31.570000,31.879999,31.530001,31.770000,18.566509,61345400
2022-01-24,31.690001,32.250000,31.040001,31.950001,18.671701,79117100
2022-01-25,31.700001,33.230000,31.580000,32.990002,19.279484,98358500
2022-01-26,33.299999,34.270000,33.299999,33.869999,19.793756,98679900
2022-01-27,34.250000,34.639999,33.169998,33.880001,19.799603,90631000
2022-01-28,33.799999,34.349998,32.220001,32.540001,19.016499,117400500
2022-01-31,32.500000,33.000000,32.070000,32.349998,18.905462,62450300
2022-02-01,32.349998,33.320000,31.950001,33.000000,19.285326,57315200
2022-02-02,33.410000,33.490002,32.360001,32.520000,19.004812,36271700
2022-02-03,32.349998,32.919998,31.620001,32.070000,18.741829,51087800
2022-02-04,32.410000,33.230000,31.879999,32.630001,19.069098,59346800
2022-02-07,32.549999,32.779999,32.130001,32.150002,18.788582,48868100
2022-02-08,31.900000,31.950001,31.260000,31.830000,18.601572,62590000
2022-02-09,31.740000,32.689999,31.650000,31.950001,18.671701,50960500
2022-02-10,32.299999,32.900002,31.940001,32.439999,18.958057,49534600
2022-02-11,32.770000,33.910000,32.630001,33.759998,19.729471,88013400
2022-02-14,33.860001,33.939999,32.820000,33.000000,19.285326,55687000
2022-02-15,32.660000,32.680000,31.889999,32.480000,18.981434,65689000
2022-02-16,32.830002,33.700001,32.770000,32.930000,19.244417,65811600
2022-02-17,32.849998,33.290001,32.549999,32.799999,19.168442,43255200
2022-02-18,32.570000,33.090000,32.270000,33.000000,19.285326,60304700
2022-02-21,33.049999,34.000000,33.000000,33.849998,19.782068,51263800
2022-02-22,34.220001,34.680000,33.209999,33.740002,19.717785,80206700
2022-02-23,34.180000,34.599998,33.799999,34.220001,19.998299,86530100
2022-02-24,34.799999,35.290001,32.680000,33.389999,19.513243,139674100
2022-02-25,33.450001,34.000000,32.900002,34.000000,19.869728,86189100
2022-03-02,35.259998,35.290001,34.389999,34.669998,20.261278,58071800
2022-03-03,34.820000,34.930000,34.160000,34.240002,20.009989,69237400
2022-03-04,34.080002,34.680000,33.820000,34.230000,20.004141,55418000
2022-03-07,34.500000,34.599998,31.629999,31.799999,18.584040,110954100
2022-03-08,32.000000,32.970001,31.510000,32.459999,18.969748,111633500
2022-03-09,32.599998,32.820000,31.740000,32.560001,19.028189,87779300
2022-03-10,32.599998,34.599998,32.520000,33.700001,19.694408,136437700
2022-03-11,33.910000,34.380001,32.070000,32.490002,18.987282,92153700
2022-03-14,32.430000,32.889999,31.520000,31.870001,18.624949,52274100
2022-03-15,31.139999,31.540001,30.469999,31.100000,18.174959,66272000
2022-03-16,31.500000,31.540001,30.370001,30.830000,18.017170,72034900
2022-03-17,31.250000,31.400000,29.500000,30.010000,17.537958,178319300
2022-03-18,30.090000,30.820000,29.860001,30.610001,17.888601,93097100
2022-03-21,30.910000,32.090000,30.639999,31.760000,18.560665,67700800
2022-03-22,31.990000,32.099998,31.350000,31.620001,18.478849,56128600
2022-03-23,31.930000,32.470001,31.690001,32.049999,18.730141,52956100
2022-03-24,32.049999,32.599998,31.670000,32.419998,18.946369,49402800
2022-03-25,32.150002,32.549999,31.920000,32.299999,18.876242,51780100
2022-03-28,32.060001,32.080002,30.980000,31.600000,18.467159,68610500
2022-03-29,32.130001,32.759998,31.920000,32.299999,18.876242,93809000
2022-03-30,32.500000,32.990002,32.380001,32.990002,19.279484,69648400
2022-03-31,32.570000,33.570000,32.500000,33.450001,19.548307,94269500
2022-04-01,33.549999,33.790001,32.910000,33.009998,19.291170,72545400
2022-04-04,32.900002,32.900002,32.250000,32.700001,19.110004,56053000
2022-04-05,32.660000,33.060001,32.389999,32.389999,18.928839,45847200
2022-04-06,32.599998,32.779999,32.040001,32.360001,18.911306,56947100
2022-04-07,32.639999,34.060001,32.500000,34.040001,19.893106,118469400
2022-04-08,34.070000,34.410000,33.849998,34.209999,19.992455,60772700
2022-04-11,33.900002,34.099998,33.779999,33.950001,19.840509,48125400
2022-04-12,34.400002,34.680000,33.799999,33.849998,19.782068,68522800
2022-04-13,34.369999,34.799999,34.099998,34.570000,20.202839,101438800
2022-04-14,31.600000,32.070000,31.160000,31.270000,19.992018,119382100
2022-04-18,31.160000,31.389999,30.469999,30.719999,19.640383,76350600
2022-04-19,31.160000,32.000000,31.120001,31.650000,20.234964,88494100
2022-04-20,31.650000,31.950001,31.330000,31.799999,20.330864,34694700
2022-04-22,31.049999,31.299999,30.320000,30.559999,19.538090,74560900
2022-04-25,29.969999,30.440001,29.540001,30.110001,19.250389,66413900
2022-04-26,30.110001,30.580000,29.889999,30.059999,19.218422,48764100
2022-04-27,30.370001,30.559999,29.950001,30.059999,19.218422,41881300
2022-04-28,30.450001,30.620001,30.250000,30.260000,19.346289,43298500
2022-04-29,30.750000,31.590000,30.280001,30.280001,19.359076,76243900
2022-05-02,30.170000,30.330000,29.330000,29.980000,19.167274,72456200
2022-05-03,30.120001,30.389999,29.820000,30.250000,19.339895,52531000
2022-05-04,30.600000,32.169998,30.400000,32.070000,20.503485,109417000
2022-05-05,31.809999,32.500000,31.020000,32.009998,20.465126,99439900
2022-05-06,32.689999,33.119999,31.900000,33.060001,21.136429,129570200
2022-05-09,32.700001,33.040001,32.060001,32.160000,20.561024,92314500
2022-05-10,32.360001,32.849998,32.200001,32.439999,20.740038,60330600
2022-05-11,32.779999,33.910000,32.689999,33.570000,21.462488,108895400
2022-05-12,33.259998,34.080002,33.259998,33.830002,21.628716,114415900
2022-05-13,34.099998,34.439999,33.900002,34.270000,21.910023,67000100
2022-05-16,34.250000,34.880001,34.009998,34.610001,22.127398,92075300
2022-05-17,35.000000,35.139999,34.139999,34.160000,21.839695,90914700
2022-05-18,34.180000,34.560001,33.430000,33.599998,21.481668,80986200
2022-05-19,33.520000,34.290001,33.330002,34.169998,21.846088,63983100
2022-05-20,34.590000,34.830002,34.250000,34.830002,22.268053,79589900
2022-05-23,35.180000,36.310001,35.150002,36.200001,23.143942,93807400
2022-05-24,31.200001,32.090000,30.709999,31.600000,22.513762,154453100
2022-05-25,31.700001,32.279999,31.260000,32.049999,22.834370,69991900
2022-05-26,32.020000,32.560001,31.950001,32.130001,22.891365,78303600
2022-05-27,32.150002,32.150002,30.570000,30.600000,21.801300,118295600
2022-05-30,30.840000,30.870001,29.120001,29.990000,21.366699,98110100
2022-05-31,30.410000,30.620001,29.809999,30.059999,21.416573,83598000
2022-06-01,29.900000,30.330000,29.850000,30.020000,21.388073,46353200
2022-06-02,29.969999,30.049999,29.549999,29.760000,21.202833,50738300
2022-06-03,29.709999,30.440001,29.530001,30.280001,21.573315,60396900
2022-06-06,30.500000,30.530001,29.910000,30.299999,21.587563,39213900
2022-06-07,30.190001,31.299999,30.160000,30.660000,21.844048,80333700
2022-06-08,30.420000,31.150000,30.330000,30.510000,21.737179,65923900
2022-06-09,30.510000,30.660000,29.980000,30.070000,21.423697,53879000
2022-06-10,30.010000,30.010000,29.059999,29.650000,21.124464,63101700
2022-06-13,29.020000,29.580000,28.670000,29.270000,20.853727,64507100
2022-06-14,29.660000,30.250000,29.240000,29.600000,21.088840,68816900
2022-06-15,30.000000,30.020000,28.840000,29.080000,20.718361,72785700
2022-06-17,28.170000,28.450001,26.129999,27.309999,19.457304,184606500
2022-06-20,26.020000,28.250000,25.910000,27.620001,19.678167,92581800
2022-06-21,27.799999,28.160000,26.690001,27.070000,19.286314,85179500
2022-06-22,26.580000,27.549999,26.389999,26.990000,19.229317,57874700
2022-06-23,26.980000,27.379999,26.120001,26.490000,18.873087,69262300
2022-06-24,26.760000,27.090000,26.180000,26.290001,18.730595,53413400
2022-06-27,26.820000,28.070000,26.660000,27.980000,19.934652,90417700
2022-06-28,28.580000,28.830000,28.020000,28.330000,20.184013,51388000
2022-06-29,28.480000,28.820000,27.840000,28.080000,20.005899,52048800
2022-06-30,27.650000,28.059999,27.400000,27.930000,19.899031,49910100
2022-07-01,28.080000,28.850000,27.520000,28.530001,20.326508,64948200
2022-07-04,28.540001,29.280001,28.540001,29.139999,20.761106,37324200
2022-07-05,28.900000,28.950001,27.549999,28.030001,19.970278,78428500
2022-07-06,28.160000,28.480000,26.910000,27.670000,19.713791,57617200
2022-07-07,28.000000,28.920000,28.000000,28.480000,20.290882,52147300
2022-07-08,28.530001,28.969999,28.370001,28.799999,20.518869,43097800
2022-07-11,28.320000,28.790001,28.250000,28.660000,20.419127,39577600
2022-07-12,28.299999,28.430000,27.969999,28.230000,20.112768,46462000
2022-07-13,28.129999,28.480000,27.980000,28.250000,20.127018,35497200
2022-07-14,28.000000,28.000000,27.240000,27.490000,19.585548,47151000
2022-07-15,27.700001,28.049999,27.490000,27.959999,19.920404,38610800
2022-07-18,28.389999,28.690001,28.299999,28.600000,20.376381,46782300
2022-07-19,28.549999,29.240000,28.400000,29.180000,20.789606,48562300
2022-07-20,29.070000,29.219999,28.830000,29.170000,20.782482,43520800
2022-07-21,28.980000,29.129999,28.200001,29.020000,20.675613,58843200
2022-07-22,29.040001,29.469999,28.850000,29.330000,20.896477,55676200
2022-07-25,29.610001,30.750000,29.610001,30.700001,21.872547,79106600
2022-07-26,31.200001,31.620001,30.590000,31.010000,22.093410,78360100
2022-07-27,31.299999,31.469999,30.620001,31.350000,22.335648,56097200
2022-07-28,31.590000,32.630001,31.430000,32.290001,23.005360,114996500
2022-07-29,33.599998,34.660000,32.830002,34.150002,24.330538,181480600
2022-08-01,34.000000,34.150002,33.220001,33.680000,23.995682,81365100
2022-08-02,33.770000,34.500000,33.480000,33.830002,24.102551,69147100
2022-08-03,34.009998,34.160000,33.560001,33.849998,24.116798,65544500
2022-08-04,34.080002,34.400002,33.580002,34.209999,24.373283,54387500
2022-08-05,34.150002,35.060001,34.119999,34.869999,24.843508,77882600
2022-08-08,35.139999,36.770000,35.130001,36.630001,26.097439,109484600
2022-08-09,37.009998,37.459999,36.849998,37.230000,26.524916,79051200
2022-08-10,37.650002,37.650002,36.610001,37.110001,26.439421,78369600
2022-08-11,37.450001,37.860001,36.250000,36.250000,25.826706,128896500
2022-08-12,29.100000,31.830000,29.080000,31.709999,27.744591,171288300
2022-08-15,30.879999,32.230000,30.549999,31.719999,27.753342,96759000
2022-08-16,31.719999,32.070000,31.500000,32.009998,28.007074,64218800
2022-08-17,31.650000,32.820000,31.600000,32.759998,28.663286,72924700
2022-08-18,33.099998,33.660000,32.869999,33.419998,29.240751,84552500
2022-08-19,32.919998,33.150002,31.330000,31.730000,27.762091,125178200
2022-08-22,31.740000,32.580002,30.480000,32.410000,28.357056,92400300
2022-08-23,32.630001,33.500000,32.619999,33.439999,29.258251,73215800
2022-08-24,33.540001,34.119999,33.250000,33.639999,29.433241,61067900
2022-08-25,34.099998,34.360001,32.669998,33.279999,29.118259,99511600
2022-08-26,33.279999,33.669998,32.570000,33.639999,29.433241,63545400
2022-08-29,33.549999,35.080002,33.450001,34.480000,30.168198,73339500
2022-08-30,34.000000,34.220001,32.270000,32.430000,28.374556,99361100
2022-08-31,32.070000,33.439999,31.820000,33.230000,29.074512,114235400
2022-09-01,33.360001,33.950001,32.759998,33.849998,29.616980,69184700
2022-09-02,34.439999,34.570000,33.259998,33.419998,29.240751,81792300
2022-09-05,33.849998,34.110001,33.150002,33.340000,29.170757,76337600
2022-09-06,32.270000,32.590000,31.510000,32.099998,28.085821,111813500
2022-09-08,32.310001,32.779999,31.400000,31.799999,27.823338,63159800
2022-09-09,32.490002,32.669998,31.700001,31.790001,27.814589,49871900
2022-09-12,32.150002,32.730000,31.459999,31.480000,27.543354,71374500
2022-09-13,30.940001,31.440001,30.520000,30.650000,26.817148,88327800
2022-09-14,30.750000,31.430000,30.629999,31.120001,27.228374,49039700
2022-09-15,30.920000,31.230000,30.799999,31.059999,27.175877,45553200
2022-09-16,30.860001,30.950001,30.340000,30.780001,26.930891,107303600
2022-09-19,30.500000,31.379999,29.879999,31.270000,27.359615,65559900
2022-09-20,31.420000,31.600000,30.840000,31.090000,27.202126,67798200
2022-09-21,31.350000,31.469999,30.889999,31.170000,27.272121,58812200
2022-09-22,31.480000,32.080002,31.030001,31.940001,27.945831,69764300
2022-09-23,31.320000,31.389999,29.770000,29.940001,26.195936,138630800
2022-09-26,29.719999,30.080000,29.270000,29.290001,25.627220,42934600
2022-09-27,29.660000,29.879999,29.580000,29.670000,25.959700,71087600
2022-09-28,29.670000,29.820000,28.580000,29.270000,25.609720,104670700
2022-09-29,28.990000,29.400000,28.600000,29.309999,25.644718,87536500
2022-09-30,29.219999,30.490000,29.000000,29.799999,26.073442,121637100
2022-10-03,31.910000,32.639999,31.660000,32.180000,28.155819,179694100
2022-10-04,32.900002,32.980000,31.070000,31.370001,27.447111,115917200
2022-10-05,31.410000,32.820000,31.200001,32.549999,28.479548,92893700
2022-10-06,33.000000,33.790001,32.439999,33.660000,29.450741,82671900
2022-10-07,33.580002,34.320000,33.220001,33.630001,29.424494,73500100
2022-10-10,33.650002,33.889999,33.000000,33.250000,29.092012,52222600
2022-10-11,32.889999,33.330002,32.610001,33.000000,28.873276,58332400
2022-10-13,32.500000,34.490002,32.410000,33.939999,29.695724,91143900
2022-10-14,33.970001,34.139999,33.299999,33.419998,29.240751,62246100
2022-10-17,33.240002,34.150002,32.840000,33.389999,29.214504,100936400
2022-10-18,33.900002,34.230000,33.160000,34.209999,29.931961,82313200
2022-10-19,34.130001,35.560001,34.020000,35.419998,30.990646,113700900
2022-10-20,36.099998,36.549999,35.770000,36.470001,31.909344,114347400
2022-10-21,36.450001,38.389999,36.389999,37.720001,33.003029,139601400
2022-10-24,36.500000,36.820000,34.230000,34.250000,29.966959,142110900
2022-10-25,34.040001,34.500000,33.209999,33.529999,29.336996,113161200
2022-10-26,32.599998,33.529999,31.900000,32.709999,28.619539,121334800
2022-10-27,32.810001,33.540001,32.669998,32.959999,28.838276,111008800
2022-10-28,32.700001,33.119999,31.860001,32.570000,28.497047,129745400
2022-10-31,30.610001,31.600000,29.160000,29.809999,26.082191,262409400
2022-11-01,30.570000,30.670000,29.559999,29.860001,26.125940,115944200
2022-11-03,29.799999,30.389999,29.440001,29.950001,26.204685,139062100
2022-11-04,30.799999,30.900000,28.180000,28.299999,24.761021,195361000
2022-11-07,27.959999,28.299999,27.070000,27.150000,23.754831,117206600
2022-11-08,27.059999,27.530001,26.750000,27.350000,23.929821,94745400
2022-11-09,27.150000,27.950001,26.639999,26.900000,23.536093,103303500
2022-11-10,26.080000,26.889999,25.610001,26.120001,22.853636,145470100
2022-11-11,25.799999,27.360001,25.700001,26.990000,23.614840,146365800
2022-11-14,27.260000,28.180000,27.090000,27.700001,24.236053,66639500
2022-11-16,27.809999,28.110001,26.930000,27.150000,23.754831,85549900
2022-11-17,27.000000,27.299999,26.549999,27.160000,23.763580,101525800
2022-11-18,27.400000,27.600000,26.219999,26.700001,23.361105,127683500
2022-11-21,27.120001,27.570000,26.049999,26.780001,23.431101,164898100
2022-11-22,23.000000,23.430000,22.299999,23.330000,23.330000,164261300
